"coverage","id","METRIC.F1_Score","caller","TRUTH.TP","TRUTH.TOTAL","QUERY.FP","TRUTH.FN","FP.gt","FP.al","caller.1","Type"
14.947024,124,0.996874,"DV-0.10.0",188917,189811,291,894,247,0,"DV-0.10.0","SNP"
14.947024,124,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
14.947024,124,0.98852,"GATK-3.5.0",185829,189811,334,3982,302,0,"GATK-3.5.0","SNP"
14.947024,124,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.947024,124,0.993684,"GATK-4.1.0.0",187757,189811,333,2054,301,0,"GATK-4.1.0.0","SNP"
14.991732,8,1,"DV-0.10.0",6,6,0,0,0,0,"DV-0.10.0","INDEL"
14.991732,8,0.996368,"DV-0.10.0",186838,187789,411,951,349,0,"DV-0.10.0","SNP"
14.991732,8,1,"GATK-3.5.0",6,6,0,0,0,0,"GATK-3.5.0","INDEL"
14.991732,8,0.989299,"GATK-3.5.0",184248,187789,445,3541,410,0,"GATK-3.5.0","SNP"
14.991732,8,1,"GATK-4.1.0.0",6,6,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.991732,8,0.993622,"GATK-4.1.0.0",185851,187789,448,1938,409,0,"GATK-4.1.0.0","SNP"
14.997448,242,1,"DV-0.10.0",5,5,0,0,0,0,"DV-0.10.0","INDEL"
14.997448,242,0.995449,"DV-0.10.0",318158,320123,944,1965,805,0,"DV-0.10.0","SNP"
14.997448,242,1,"GATK-3.5.0",5,5,0,0,0,0,"GATK-3.5.0","INDEL"
14.997448,242,0.988087,"GATK-3.5.0",313572,320123,1010,6551,954,0,"GATK-3.5.0","SNP"
14.997448,242,1,"GATK-4.1.0.0",5,5,0,0,0,0,"GATK-4.1.0.0","INDEL"
14.997448,242,0.992483,"GATK-4.1.0.0",316347,320123,1016,3776,956,0,"GATK-4.1.0.0","SNP"
15.011828,81,1,"DV-0.10.0",5,5,0,0,0,0,"DV-0.10.0","INDEL"
15.011828,81,0.996659,"DV-0.10.0",188973,189866,374,893,329,0,"DV-0.10.0","SNP"
15.011828,81,1,"GATK-3.5.0",5,5,0,0,0,0,"GATK-3.5.0","INDEL"
15.011828,81,0.989573,"GATK-3.5.0",186344,189866,405,3522,377,0,"GATK-3.5.0","SNP"
15.011828,81,1,"GATK-4.1.0.0",5,5,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.011828,81,0.993861,"GATK-4.1.0.0",187951,189866,407,1915,375,0,"GATK-4.1.0.0","SNP"
15.017935,248,1,"DV-0.10.0",10,10,0,0,0,0,"DV-0.10.0","INDEL"
15.017935,248,0.996393,"DV-0.10.0",327899,329557,716,1658,615,0,"DV-0.10.0","SNP"
15.017935,248,1,"GATK-3.5.0",10,10,0,0,0,0,"GATK-3.5.0","INDEL"
15.017935,248,0.989218,"GATK-3.5.0",323309,329557,800,6248,755,0,"GATK-3.5.0","SNP"
15.017935,248,1,"GATK-4.1.0.0",10,10,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.017935,248,0.993554,"GATK-4.1.0.0",326129,329557,804,3428,754,0,"GATK-4.1.0.0","SNP"
15.024423,199,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
15.024423,199,0.996125,"DV-0.10.0",185848,186881,413,1033,369,0,"DV-0.10.0","SNP"
15.024423,199,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
15.024423,199,0.9887,"GATK-3.5.0",183122,186881,427,3759,401,0,"GATK-3.5.0","SNP"
15.024423,199,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.024423,199,0.993374,"GATK-4.1.0.0",184839,186881,424,2042,396,0,"GATK-4.1.0.0","SNP"
15.032996,94,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
15.032996,94,0.995141,"DV-0.10.0",186167,187346,639,1179,547,0,"DV-0.10.0","SNP"
15.032996,94,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
15.032996,94,0.988681,"GATK-3.5.0",183828,187346,691,3518,653,0,"GATK-3.5.0","SNP"
15.032996,94,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.032996,94,0.992609,"GATK-4.1.0.0",185278,187346,691,2068,645,0,"GATK-4.1.0.0","SNP"
15.04966,289,0.888889,"DV-0.10.0",4,5,0,1,0,0,"DV-0.10.0","INDEL"
15.04966,289,0.995716,"DV-0.10.0",187474,188535,552,1061,472,1,"DV-0.10.0","SNP"
15.04966,289,0.888889,"GATK-3.5.0",4,5,0,1,0,0,"GATK-3.5.0","INDEL"
15.04966,289,0.988206,"GATK-3.5.0",184758,188535,633,3777,609,1,"GATK-3.5.0","SNP"
15.04966,289,0.888889,"GATK-4.1.0.0",4,5,0,1,0,0,"GATK-4.1.0.0","INDEL"
15.04966,289,0.99248,"GATK-4.1.0.0",186357,188535,646,2178,611,1,"GATK-4.1.0.0","SNP"
15.163955,285,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
15.163955,285,0.996596,"DV-0.10.0",185764,186673,360,909,312,0,"DV-0.10.0","SNP"
15.163955,285,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
15.163955,285,0.988966,"GATK-3.5.0",183016,186673,427,3657,399,0,"GATK-3.5.0","SNP"
15.163955,285,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.163955,285,0.993545,"GATK-4.1.0.0",184703,186673,430,1970,400,0,"GATK-4.1.0.0","SNP"
15.165166,155,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
15.165166,155,0.997524,"DV-0.10.0",188975,189668,245,693,211,0,"DV-0.10.0","SNP"
15.165166,155,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
15.165166,155,0.990554,"GATK-3.5.0",186394,189668,281,3274,251,0,"GATK-3.5.0","SNP"
15.165166,155,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.165166,155,0.994769,"GATK-4.1.0.0",187974,189668,283,1694,252,0,"GATK-4.1.0.0","SNP"
15.174835,119,0.933333,"DV-0.10.0",7,8,0,1,0,0,"DV-0.10.0","INDEL"
15.174835,119,0.99598,"DV-0.10.0",182954,183928,503,974,433,1,"DV-0.10.0","SNP"
15.174835,119,0.933333,"GATK-3.5.0",7,8,0,1,0,0,"GATK-3.5.0","INDEL"
15.174835,119,0.989053,"GATK-3.5.0",180518,183928,586,3410,549,1,"GATK-3.5.0","SNP"
15.174835,119,0.933333,"GATK-4.1.0.0",7,8,0,1,0,0,"GATK-4.1.0.0","INDEL"
15.174835,119,0.993091,"GATK-4.1.0.0",181986,183928,590,1942,547,1,"GATK-4.1.0.0","SNP"
15.211099,1,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
15.211099,1,0.99652,"DV-0.10.0",185842,186756,384,914,332,0,"DV-0.10.0","SNP"
15.211099,1,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
15.211099,1,0.989684,"GATK-3.5.0",183377,186756,444,3379,414,0,"GATK-3.5.0","SNP"
15.211099,1,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.211099,1,0.993757,"GATK-4.1.0.0",184879,186756,446,1877,412,0,"GATK-4.1.0.0","SNP"
15.224282,169,1,"DV-0.10.0",10,10,0,0,0,0,"DV-0.10.0","INDEL"
15.224282,169,0.996253,"DV-0.10.0",331000,332759,731,1759,637,0,"DV-0.10.0","SNP"
15.224282,169,1,"GATK-3.5.0",10,10,0,0,0,0,"GATK-3.5.0","INDEL"
15.224282,169,0.988186,"GATK-3.5.0",325827,332759,859,6932,807,0,"GATK-3.5.0","SNP"
15.224282,169,1,"GATK-4.1.0.0",10,10,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.224282,169,0.992911,"GATK-4.1.0.0",328922,332759,860,3837,802,0,"GATK-4.1.0.0","SNP"
15.285711,218,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
15.285711,218,0.996009,"DV-0.10.0",182562,183511,514,949,449,0,"DV-0.10.0","SNP"
15.285711,218,0.923077,"GATK-3.5.0",6,7,0,1,0,0,"GATK-3.5.0","INDEL"
15.285711,218,0.989732,"GATK-3.5.0",180345,183511,576,3166,542,0,"GATK-3.5.0","SNP"
15.285711,218,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.285711,218,0.993549,"GATK-4.1.0.0",181729,183511,578,1782,542,0,"GATK-4.1.0.0","SNP"
15.355775,67,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
15.355775,67,0.996403,"DV-0.10.0",187098,188047,402,949,362,0,"DV-0.10.0","SNP"
15.355775,67,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
15.355775,67,0.988906,"GATK-3.5.0",184391,188047,481,3656,458,0,"GATK-3.5.0","SNP"
15.355775,67,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.355775,67,0.993368,"GATK-4.1.0.0",186045,188047,482,2002,456,0,"GATK-4.1.0.0","SNP"
15.372332,261,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
15.372332,261,0.996686,"DV-0.10.0",328074,329618,638,1544,559,0,"DV-0.10.0","SNP"
15.372332,261,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
15.372332,261,0.989739,"GATK-3.5.0",323614,329618,706,6004,659,0,"GATK-3.5.0","SNP"
15.372332,261,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.372332,261,0.993984,"GATK-4.1.0.0",326377,329618,710,3241,656,0,"GATK-4.1.0.0","SNP"
15.386599,27,1,"DV-0.10.0",6,6,0,0,0,0,"DV-0.10.0","INDEL"
15.386599,27,0.997272,"DV-0.10.0",189357,190133,260,776,228,0,"DV-0.10.0","SNP"
15.386599,27,1,"GATK-3.5.0",6,6,0,0,0,0,"GATK-3.5.0","INDEL"
15.386599,27,0.989524,"GATK-3.5.0",186512,190133,328,3621,304,0,"GATK-3.5.0","SNP"
15.386599,27,1,"GATK-4.1.0.0",6,6,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.386599,27,0.993941,"GATK-4.1.0.0",188166,190133,327,1967,302,0,"GATK-4.1.0.0","SNP"
15.419005,212,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
15.419005,212,0.996407,"DV-0.10.0",330024,331664,740,1640,642,0,"DV-0.10.0","SNP"
15.419005,212,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
15.419005,212,0.989389,"GATK-3.5.0",325506,331664,824,6158,773,0,"GATK-3.5.0","SNP"
15.419005,212,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.419005,212,0.993613,"GATK-4.1.0.0",328273,331664,829,3391,771,0,"GATK-4.1.0.0","SNP"
15.425653,39,0.956522,"DV-0.10.0",11,12,0,1,0,0,"DV-0.10.0","INDEL"
15.425653,39,0.996252,"DV-0.10.0",189542,190516,452,974,383,0,"DV-0.10.0","SNP"
15.425653,39,0.956522,"GATK-3.5.0",11,12,0,1,0,0,"GATK-3.5.0","INDEL"
15.425653,39,0.989828,"GATK-3.5.0",187166,190516,497,3350,452,0,"GATK-3.5.0","SNP"
15.425653,39,0.956522,"GATK-4.1.0.0",11,12,0,1,0,0,"GATK-4.1.0.0","INDEL"
15.425653,39,0.993776,"GATK-4.1.0.0",188654,190516,501,1862,452,0,"GATK-4.1.0.0","SNP"
15.444852,4,1,"DV-0.10.0",11,11,0,0,0,0,"DV-0.10.0","INDEL"
15.444852,4,0.996301,"DV-0.10.0",324575,326241,744,1666,628,0,"DV-0.10.0","SNP"
15.444852,4,1,"GATK-3.5.0",11,11,0,0,0,0,"GATK-3.5.0","INDEL"
15.444852,4,0.989569,"GATK-3.5.0",320287,326241,798,5954,729,0,"GATK-3.5.0","SNP"
15.444852,4,1,"GATK-4.1.0.0",11,11,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.444852,4,0.993604,"GATK-4.1.0.0",322886,326241,802,3355,726,0,"GATK-4.1.0.0","SNP"
15.448945,57,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
15.448945,57,0.996586,"DV-0.10.0",326228,327718,745,1490,619,0,"DV-0.10.0","SNP"
15.448945,57,0.933333,"GATK-3.5.0",7,8,0,1,0,0,"GATK-3.5.0","INDEL"
15.448945,57,0.990467,"GATK-3.5.0",322352,327718,839,5366,771,0,"GATK-3.5.0","SNP"
15.448945,57,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.448945,57,0.994093,"GATK-4.1.0.0",324701,327718,842,3017,769,0,"GATK-4.1.0.0","SNP"
15.480276,271,1,"DV-0.10.0",12,12,0,0,0,0,"DV-0.10.0","INDEL"
15.480276,271,0.997241,"DV-0.10.0",187956,188712,284,756,238,0,"DV-0.10.0","SNP"
15.480276,271,1,"GATK-3.5.0",12,12,0,0,0,0,"GATK-3.5.0","INDEL"
15.480276,271,0.989829,"GATK-3.5.0",185241,188712,336,3471,295,0,"GATK-3.5.0","SNP"
15.480276,271,1,"GATK-4.1.0.0",12,12,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.480276,271,0.994142,"GATK-4.1.0.0",186847,188712,337,1865,295,0,"GATK-4.1.0.0","SNP"
15.484672,141,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
15.484672,141,0.997314,"DV-0.10.0",329515,330808,482,1293,417,0,"DV-0.10.0","SNP"
15.484672,141,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
15.484672,141,0.990817,"GATK-3.5.0",325362,330808,585,5446,526,0,"GATK-3.5.0","SNP"
15.484672,141,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.484672,141,0.994647,"GATK-4.1.0.0",327864,330808,585,2944,525,0,"GATK-4.1.0.0","SNP"
15.485512,16,1,"DV-0.10.0",11,11,0,0,0,0,"DV-0.10.0","INDEL"
15.485512,16,0.996161,"DV-0.10.0",189156,190136,478,980,407,0,"DV-0.10.0","SNP"
15.485512,16,0.952381,"GATK-3.5.0",10,11,0,1,0,0,"GATK-3.5.0","INDEL"
15.485512,16,0.989238,"GATK-3.5.0",186599,190136,523,3537,494,0,"GATK-3.5.0","SNP"
15.485512,16,0.952381,"GATK-4.1.0.0",10,11,0,1,0,0,"GATK-4.1.0.0","INDEL"
15.485512,16,0.993345,"GATK-4.1.0.0",188138,190136,523,1998,489,0,"GATK-4.1.0.0","SNP"
15.502419,201,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
15.502419,201,0.996947,"DV-0.10.0",188760,189544,372,784,317,0,"DV-0.10.0","SNP"
15.502419,201,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
15.502419,201,0.991188,"GATK-3.5.0",186655,189544,430,2889,399,0,"GATK-3.5.0","SNP"
15.502419,201,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.502419,201,0.994658,"GATK-4.1.0.0",187955,189544,430,1589,396,0,"GATK-4.1.0.0","SNP"
15.516028,173,1,"DV-0.10.0",9,9,0,0,0,0,"DV-0.10.0","INDEL"
15.516028,173,0.997392,"DV-0.10.0",188319,189047,257,728,219,0,"DV-0.10.0","SNP"
15.516028,173,0.941176,"GATK-3.5.0",8,9,0,1,0,0,"GATK-3.5.0","INDEL"
15.516028,173,0.990974,"GATK-3.5.0",185989,189047,330,3058,297,0,"GATK-3.5.0","SNP"
15.516028,173,1,"GATK-4.1.0.0",9,9,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.516028,173,0.994681,"GATK-4.1.0.0",187374,189047,331,1673,295,0,"GATK-4.1.0.0","SNP"
15.579075,233,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
15.579075,233,0.996516,"DV-0.10.0",186910,187808,409,898,361,0,"DV-0.10.0","SNP"
15.579075,233,0.933333,"GATK-3.5.0",7,8,0,1,0,0,"GATK-3.5.0","INDEL"
15.579075,233,0.990358,"GATK-3.5.0",184686,187808,474,3122,447,0,"GATK-3.5.0","SNP"
15.579075,233,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.579075,233,0.994005,"GATK-4.1.0.0",186039,187808,475,1769,448,0,"GATK-4.1.0.0","SNP"
15.596562,171,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
15.596562,171,0.996999,"DV-0.10.0",187871,188674,328,803,293,0,"DV-0.10.0","SNP"
15.596562,171,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
15.596562,171,0.990937,"GATK-3.5.0",185704,188674,427,2970,408,0,"GATK-3.5.0","SNP"
15.596562,171,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.596562,171,0.99436,"GATK-4.1.0.0",186983,188674,430,1691,404,0,"GATK-4.1.0.0","SNP"
15.648803,118,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
15.648803,118,0.996973,"DV-0.10.0",327711,329094,607,1383,526,0,"DV-0.10.0","SNP"
15.648803,118,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
15.648803,118,0.99089,"GATK-3.5.0",323815,329094,675,5279,633,0,"GATK-3.5.0","SNP"
15.648803,118,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.648803,118,0.994642,"GATK-4.1.0.0",326253,329094,674,2841,630,0,"GATK-4.1.0.0","SNP"
15.651792,247,1,"DV-0.10.0",11,11,0,0,0,0,"DV-0.10.0","INDEL"
15.651792,247,0.996534,"DV-0.10.0",188915,189802,427,887,366,0,"DV-0.10.0","SNP"
15.651792,247,0.952381,"GATK-3.5.0",10,11,0,1,0,0,"GATK-3.5.0","INDEL"
15.651792,247,0.990644,"GATK-3.5.0",186779,189802,505,3023,470,0,"GATK-3.5.0","SNP"
15.651792,247,1,"GATK-4.1.0.0",11,11,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.651792,247,0.980581,"GATK-4.1.0.0",183049,189802,497,6753,457,0,"GATK-4.1.0.0","SNP"
15.658855,48,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
15.658855,48,0.996687,"DV-0.10.0",326230,327753,646,1523,552,0,"DV-0.10.0","SNP"
15.658855,48,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
15.658855,48,0.990706,"GATK-3.5.0",322396,327753,692,5357,627,0,"GATK-3.5.0","SNP"
15.658855,48,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.658855,48,0.994471,"GATK-4.1.0.0",324829,327753,688,2924,621,0,"GATK-4.1.0.0","SNP"
15.670908,112,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
15.670908,112,0.996551,"DV-0.10.0",328258,329840,690,1582,588,0,"DV-0.10.0","SNP"
15.670908,112,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
15.670908,112,0.990917,"GATK-3.5.0",324610,329840,721,5230,669,0,"GATK-3.5.0","SNP"
15.670908,112,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.670908,112,0.994427,"GATK-4.1.0.0",326900,329840,724,2940,664,0,"GATK-4.1.0.0","SNP"
15.756908,228,1,"DV-0.10.0",10,10,0,0,0,0,"DV-0.10.0","INDEL"
15.756908,228,0.996988,"DV-0.10.0",190489,191289,351,800,299,0,"DV-0.10.0","SNP"
15.756908,228,1,"GATK-3.5.0",10,10,0,0,0,0,"GATK-3.5.0","INDEL"
15.756908,228,0.990512,"GATK-3.5.0",188114,191289,429,3175,400,0,"GATK-3.5.0","SNP"
15.756908,228,1,"GATK-4.1.0.0",10,10,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.756908,228,0.994293,"GATK-4.1.0.0",189543,191289,430,1746,399,0,"GATK-4.1.0.0","SNP"
15.798249,217,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
15.798249,217,0.997215,"DV-0.10.0",187648,188391,305,743,270,0,"DV-0.10.0","SNP"
15.798249,217,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
15.798249,217,0.991044,"GATK-3.5.0",185406,188391,366,2985,342,0,"GATK-3.5.0","SNP"
15.798249,217,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.798249,217,0.994773,"GATK-4.1.0.0",186796,188391,368,1595,341,0,"GATK-4.1.0.0","SNP"
15.800438,128,1,"DV-0.10.0",6,6,0,0,0,0,"DV-0.10.0","INDEL"
15.800438,128,0.99689,"DV-0.10.0",188645,189471,351,826,300,0,"DV-0.10.0","SNP"
15.800438,128,1,"GATK-3.5.0",6,6,0,0,0,0,"GATK-3.5.0","INDEL"
15.800438,128,0.990695,"GATK-3.5.0",186365,189471,395,3106,368,0,"GATK-3.5.0","SNP"
15.800438,128,1,"GATK-4.1.0.0",6,6,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.800438,128,0.994524,"GATK-4.1.0.0",187793,189471,390,1678,361,0,"GATK-4.1.0.0","SNP"
15.806204,98,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
15.806204,98,0.997371,"DV-0.10.0",187763,188471,282,708,243,0,"DV-0.10.0","SNP"
15.806204,98,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
15.806204,98,0.992255,"GATK-3.5.0",185907,188471,338,2564,313,0,"GATK-3.5.0","SNP"
15.806204,98,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.806204,98,0.995301,"GATK-4.1.0.0",187037,188471,332,1434,305,0,"GATK-4.1.0.0","SNP"
15.80703,149,1,"DV-0.10.0",7,7,0,0,0,0,"DV-0.10.0","INDEL"
15.80703,149,0.997437,"DV-0.10.0",184473,185140,281,667,246,0,"DV-0.10.0","SNP"
15.80703,149,1,"GATK-3.5.0",7,7,0,0,0,0,"GATK-3.5.0","INDEL"
15.80703,149,0.992326,"GATK-3.5.0",182643,185140,328,2497,305,0,"GATK-3.5.0","SNP"
15.80703,149,1,"GATK-4.1.0.0",7,7,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.80703,149,0.995366,"GATK-4.1.0.0",183758,185140,329,1382,305,0,"GATK-4.1.0.0","SNP"
15.830827,186,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
15.830827,186,0.997283,"DV-0.10.0",188086,188807,304,721,247,0,"DV-0.10.0","SNP"
15.830827,186,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
15.830827,186,0.990987,"GATK-3.5.0",185761,188807,333,3046,302,0,"GATK-3.5.0","SNP"
15.830827,186,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.830827,186,0.9948,"GATK-4.1.0.0",187189,188807,339,1618,303,0,"GATK-4.1.0.0","SNP"
15.841488,229,1,"DV-0.10.0",5,5,0,0,0,0,"DV-0.10.0","INDEL"
15.841488,229,0.997039,"DV-0.10.0",188578,189368,330,790,277,0,"DV-0.10.0","SNP"
15.841488,229,1,"GATK-3.5.0",5,5,0,0,0,0,"GATK-3.5.0","INDEL"
15.841488,229,0.991151,"GATK-3.5.0",186437,189368,398,2931,367,0,"GATK-3.5.0","SNP"
15.841488,229,1,"GATK-4.1.0.0",5,5,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.841488,229,0.994569,"GATK-4.1.0.0",187720,189368,402,1648,368,0,"GATK-4.1.0.0","SNP"
15.878745,111,1,"DV-0.10.0",6,6,0,0,0,0,"DV-0.10.0","INDEL"
15.878745,111,0.997443,"DV-0.10.0",188626,189304,289,678,236,0,"DV-0.10.0","SNP"
15.878745,111,1,"GATK-3.5.0",6,6,0,0,0,0,"GATK-3.5.0","INDEL"
15.878745,111,0.991123,"GATK-3.5.0",186336,189304,370,2968,331,0,"GATK-3.5.0","SNP"
15.878745,111,1,"GATK-4.1.0.0",6,6,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.878745,111,0.994825,"GATK-4.1.0.0",187721,189304,370,1583,327,0,"GATK-4.1.0.0","SNP"
15.880745,204,1,"DV-0.10.0",6,6,0,0,0,0,"DV-0.10.0","INDEL"
15.880745,204,0.997216,"DV-0.10.0",189632,190389,302,757,262,0,"DV-0.10.0","SNP"
15.880745,204,1,"GATK-3.5.0",6,6,0,0,0,0,"GATK-3.5.0","INDEL"
15.880745,204,0.990989,"GATK-3.5.0",187344,190389,362,3045,332,0,"GATK-3.5.0","SNP"
15.880745,204,1,"GATK-4.1.0.0",6,6,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.880745,204,0.994627,"GATK-4.1.0.0",188711,190389,361,1678,330,0,"GATK-4.1.0.0","SNP"
15.898882,276,1,"DV-0.10.0",4,4,0,0,0,0,"DV-0.10.0","INDEL"
15.898882,276,0.997432,"DV-0.10.0",184135,184799,284,664,242,0,"DV-0.10.0","SNP"
15.898882,276,1,"GATK-3.5.0",4,4,0,0,0,0,"GATK-3.5.0","INDEL"
15.898882,276,0.992029,"GATK-3.5.0",182197,184799,326,2602,292,0,"GATK-3.5.0","SNP"
15.898882,276,1,"GATK-4.1.0.0",4,4,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.898882,276,0.995248,"GATK-4.1.0.0",183376,184799,328,1423,294,0,"GATK-4.1.0.0","SNP"
15.904106,151,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
15.904106,151,0.997672,"DV-0.10.0",188767,189395,253,628,220,0,"DV-0.10.0","SNP"
15.904106,151,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
15.904106,151,0.991447,"GATK-3.5.0",186512,189395,335,2883,310,0,"GATK-3.5.0","SNP"
15.904106,151,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.904106,151,0.995064,"GATK-4.1.0.0",187870,189395,339,1525,312,0,"GATK-4.1.0.0","SNP"
15.913175,71,1,"DV-0.10.0",8,8,0,0,0,0,"DV-0.10.0","INDEL"
15.913175,71,0.99704,"DV-0.10.0",186755,187513,351,758,289,0,"DV-0.10.0","SNP"
15.913175,71,1,"GATK-3.5.0",8,8,0,0,0,0,"GATK-3.5.0","INDEL"
15.913175,71,0.990836,"GATK-3.5.0",184508,187513,408,3005,377,0,"GATK-3.5.0","SNP"
15.913175,71,1,"GATK-4.1.0.0",8,8,0,0,0,0,"GATK-4.1.0.0","INDEL"
15.913175,71,0.994266,"GATK-4.1.0.0",185782,187513,412,1731,377,0,"GATK-4.1.0.0","SNP"
15.917572,168,1,"DV-0.10.0",9,9,0,0,0,0,"DV-0.10.0","INDEL"
15.917572,168,0.997537,"DV-0.10.0",188917,189558,292,641,237,0,"DV-0.10.0","SNP"
15.917572,168,1,"GATK-3.5.0",9,9,0,0,0,0,"GATK-3.5.0","INDEL"
